id:ID,:LABEL,preflabel,synonyms:IGNORE,name,description
HGNC:34491,GENE,SHISA6,NA,shisa family member 6,NA
FBbt:00000426PHENOTYPE,DISO,spiracular chamber phenotype,NA,spiracular chamber phenotype,NA
HGNC:29392,GENE,ZNF594,NA,zinc finger protein 594,NA
HGNC:3018,GENE,SLC26A3,CLD|DRA,solute carrier family 26 member 3,"The protein encoded by this gene is a transmembrane glycoprotein that transports chloride ions across the cell membrane in exchange for bicarbonate ions. It is localized to the mucosa of the lower intestinal tract, particularly to the apical membrane of columnar epithelium and some goblet cells. The protein is essential for intestinal chloride absorption, and mutations in this gene have been associated with congenital chloride diarrhea. [provided by RefSeq, Oct 2008]."
MP:0000352,DISO,decreased cell proliferation,NA,decreased cell proliferation,NA
HGNC:11595,GENE,TBX18,CAKUT2,T-box 18,"This genes codes for a member of an evolutionarily conserved family of transcription factors that plays a crucial role in embryonic development. The family is characterized by the presence of the DNA-binding T-box domain and is divided into five sub-families based on sequence conservation in this domain. The encoded protein belongs to the vertebrate specific Tbx1 sub-family. The protein acts as a transcriptional repressor by antagonizing transcriptional activators in the T-box family. The protein forms homo- or heterodimers with other transcription factors of the T-box family or other transcription factors. [provided by RefSeq, Nov 2012]."
NCBIGene:696635,GENE,GK2,GKP2|GKTA,glycerol kinase 2,NA
NCBIGene:100554110,GENE,fbxw7,AGO|CDC4|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10|hAgo|hCdc4,F-box and WD repeat domain containing 7,"This gene encodes a member of the F-box protein family which is characterized by an approximately 40 amino acid motif, the F-box. The F-box proteins constitute one of the four subunits of ubiquitin protein ligase complex called SCFs (SKP1-cullin-F-box), which function in phosphorylation-dependent ubiquitination. The F-box proteins are divided into 3 classes: Fbws containing WD-40 domains, Fbls containing leucine-rich repeats, and Fbxs containing either different protein-protein interaction modules or no recognizable motifs. The protein encoded by this gene was previously referred to as FBX30, and belongs to the Fbws class; in addition to an F-box, this protein contains 7 tandem WD40 repeats. This protein binds directly to cyclin E and probably targets cyclin E for ubiquitin-mediated degradation. Mutations in this gene are detected in ovarian and breast cancer cell lines, implicating the gene's potential role in the pathogenesis of human cancers. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2012]."
HGNC:17301,GENE,PCSK1N,BigLEN|PEN|PROSAAS|SAAS|SCG8|SgVIII,proprotein convertase subtilisin/kexin type 1 inhibitor,"The protein encoded by this gene functions as an inhibitor of prohormone convertase 1, which regulates the proteolytic cleavage of neuroendocrine peptide precursors. The proprotein is further processed into multiple short peptides. A polymorphism within this gene may be associated with obesity. [provided by RefSeq, Aug 2013]."
HGNC:28635,GENE,GK5,NA,glycerol kinase 5,NA
FBbt:00005662PHENOTYPE,DISO,embryonic central brain phenotype,NA,embryonic central brain phenotype,NA
HGNC:7763,GENE,NEUROD2,NDRF|bHLHa1,neuronal differentiation 2,"This gene encodes a member of the neuroD family of neurogenic basic helix-loop-helix (bHLH) proteins. Expression of this gene can induce transcription from neuron-specific promoters, such as the GAP-43 promoter, which contain a specific DNA sequence known as an E-box. The product of the human gene can induce neurogenic differentiation in non-neuronal cells in Xenopus embryos, and is thought to play a role in the determination and maintenance of neuronal cell fates. [provided by RefSeq, Jul 2008]."
HGNC:24473,GENE,OLFML1,UNQ564,olfactomedin like 1,NA
HGNC:11551,GENE,BRF1,BRF|BRF-1|CFDS|GTF3B|HEL-S-76p|TAF3B2|TAF3C|TAFIII90|TF3B90|TFIIIB90|hBRF,BRF1 RNA polymerase III transcription initiation factor subunit,"This gene encodes one of the three subunits of the RNA polymerase III transcription factor complex. This complex plays a central role in transcription initiation by RNA polymerase III on genes encoding tRNA, 5S rRNA, and other small structural RNAs. The gene product belongs to the TF2B family. Several alternatively spliced variants encoding different isoforms, that function at different promoters transcribed by RNA polymerase III, have been identified. [provided by RefSeq, Jun 2011]."
HGNC:7648,GENE,NBEA,BCL8B|LYST2,neurobeachin,"This gene encodes a member of a large, diverse group of A-kinase anchor proteins that target the activity of protein kinase A to specific subcellular sites by binding to its type II regulatory subunits. Brain-specific expression and coat protein-like membrane recruitment of a highly similar protein in mouse suggest an involvement in neuronal post-Golgi membrane traffic. Mutations in this gene may be associated with a form of autism. This gene and its expression are frequently disrupted in patients with multiple myeloma. Alternative splicing results in multiple transcript variants encoding distinct isoforms. Additional transcript variants may exist, but their full-length nature has not been determined.[provided by RefSeq, Feb 2011]."
NCBIGene:100012791,GENE,IKZF2,ANF1A2|HELIOS|ZNF1A2|ZNFN1A2,IKAROS family zinc finger 2,"This gene encodes a member of the Ikaros family of zinc-finger proteins. Three members of this protein family (Ikaros, Aiolos and Helios) are hematopoietic-specific transcription factors involved in the regulation of lymphocyte development. This protein forms homo- or hetero-dimers with other Ikaros family members, and is thought to function predominantly in early hematopoietic development. Multiple transcript variants encoding different isoforms have been found for this gene, but the biological validity of some variants has not been determined. [provided by RefSeq, Jul 2008]."
HP:0003026,DISO,Short long bone,NA,Short long bone,NA
HGNC:20756,GENE,ZFYVE16,PPP1R69,zinc finger FYVE-type containing 16,"This gene encodes an endosomal protein that belongs to the FYVE zinc finger family of proteins. The encoded protein is thought to regulate membrane trafficking in the endosome. This protein functions as a scaffold protein in the transforming growth factor-beta signaling pathway and is involved in positive and negative feedback regulation of the bone morphogenetic protein signaling pathway. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Sep 2013]."
FlyBase:FBgn0039625,GENE,beta4GalNAcTB,CG14517|Dmel\CG14517|beta4GalTB|dbeta4GalTB,beta4GalNAcTB,NA
FBbt:00005574PHENOTYPE,DISO,tracheal branch primordium phenotype,NA,tracheal branch primordium phenotype,NA
HGNC:25794,GENE,FAM204A,C10orf84|bA319I23.1,family with sequence similarity 204 member A,NA
HGNC:29836,GENE,NDUFA4L2,NUOMS,NDUFA4 mitochondrial complex associated like 2,NA
NCBIGene:444874,GENE,UBC,HMG20,ubiquitin C,"This gene represents a ubiquitin gene, ubiquitin C. The encoded protein is a polyubiquitin precursor. Conjugation of ubiquitin monomers or polymers can lead to various effects within a cell, depending on the residues to which ubiquitin is conjugated. Ubiquitination has been associated with protein degradation, DNA repair, cell cycle regulation, kinase modification, endocytosis, and regulation of other cell signaling pathways. [provided by RefSeq, Aug 2010]."
HGNC:44421,GENE,MMP24OS,MMP24-AS1,MMP24 opposite strand,NA
:.well-known/genid/MGI101922-VLU-MGI102724-VLU-MGI103201-VLU-MGI104510-VLU-MGI104517-VLU-MGI104785-VLU-MGI105313-VLU-MGI106562-VLU-MGI107437-VLU-MGI107624-VLU-MGI107732-VLU-MGI108391-VLU-MGI109280-VLU-MGI109311-VLU-MGI109351-VLU-MGI109367-VLU-MGI1096383-VLU-MGI1098754-VLU-MGI1098815-VLU-MGI1100851-VLU-MGI1194898-VLU-MGI1196326-VLU-MGI1203730-VLU-MGI1277977-VLU-MGI1298386-VLU-MGI1316648-VLU-MGI1316652-VLU-MGI1333752-VLU-MGI1333884-VLU-MGI1338824-VLU-MGI1341110-VLU-MGI1341823-VLU-MGI1345184-VLU-MGI1346021-VLU-MGI1349385-VLU-MGI1351617-VLU-MGI1354756-VLU-MGI1858225-VLU-MGI1858232-VLU-MGI1889802-VLU-MGI1890647-VLU-MGI1913704-VLU-MGI1914171-VLU-MGI1914404-VLU-MGI1914582-VLU-MGI1914740-VLU-MGI1915207-VLU-MGI1915293-VLU-MGI1915367-VLU-MGI1917097-VLU-MGI1918560-VLU-MGI1918780-VLU-MGI1918885-VLU-MGI1919489-VLU-MGI1919563-VLU-MGI1919735-VLU-MGI1920175-VLU-MGI1921370-VLU-MGI1921430-VLU-MGI1921620-VLU-MGI1924662-VLU-MGI1926033-VLU-MGI1926048-VLU-MGI1926163-VLU-MGI1926803-VLU-MGI1930140-VLU-MGI1933786-VLU-MGI1935219-VLU-MGI2139607-VLU-MGI2143886-VLU-MGI2148793-VLU-MGI2153525-VLU-MGI2178742-VLU-MGI2178743-VLU-MGI2384495-VLU-MGI2384786-VLU-MGI2385848-VLU-MGI2389007-VLU-MGI2429859-VLU-MGI2441745-VLU-MGI2442071-VLU-MGI2442221-VLU-MGI2442728-VLU-MGI2447024-VLU-MGI2450529-VLU-MGI2679005-VLU-MGI2679684-VLU-MGI2684899-VLU-MGI2684923-VLU-MGI2685289-VLU-MGI2685899-VLU-MGI3030934-VLU-MGI3031342-VLU-MGI3525150-VLU-MGI3644875-VLU-MGI3645902-VLU-MGI3717143-VLU-MGI88016-VLU-MGI88052-VLU-MGI88602-VLU-MGI95392-VLU-MGI95558-VLU-MGI96010-VLU-MGI96161-VLU-MGI96575-VLU-MGI97501-VLU-MGI97797-VLU-MGI98259-VLU-MGI98733-VLU-MGI98926-VLU-MGI99400-VLU-MGI99448-VLU-GENO0000649-MMRRC042662,GENO,Tnc<?>/?; Tpp2<?>/?; Aqp1<?>/?; Myo7a<?>/?; Xrcc5<?>/?; Myo6<?>/?; Cit<?>/?; Dbndd2<?>/?; Capn3<?>/?; Mvk<?>/?; Myo1a<?>/?; Kif1a<?>/?; Nudt1<?>/?; Olfr24<?>/?; Slc4a2<?>/?; Impdh2<?>/?; Fgf15<?>/?; Psmc3<?>/?; Cdc23<?>/?; Elavl1<?>/?; Ppl<?>/?; Ncald<?>/?; Pik3c2g<?>/?; Ubr1<?>/?; Tpd52l1<?>/?; Ahnak<?>/?; Prmt2<?>/?; Hdac6<?>/?; Msc<?>/?; Rgs9<?>/?; Adcy8<?>/?; Fanca<?>/?; Tenm2<?>/?; Slco2a1<?>/?; Dysf<?>/?; Abca3<?>/?; Crim1<?>/?; Tuba8<?>/?; Nudt5<?>/?; Hibadh<?>/?; Fign<?>/?; Nmnat1<?>/?; Prpf38b<?>/?; Mtdh<?>/?; Snrpd3<?>/?; Ufl1<?>/?; March5<?>/?; Eef1akmt1<?>/?; Apool<?>/?; Wnk4<?>/?; Tbc1d9<?>/?; Gas2l3<?>/?; Mast4<?>/?; Parp14<?>/?; Fryl<?>/?; Ccdc141<?>/?; March1<?>/?; Zfp263<?>/?; Muc5b<?>/?; Rptor<?>/?; Wdr17<?>/?; Brpf1<?>/?; Eml4<?>/?; Ltn1<?>/?; Kcnq4<?>/?; Wdr6<?>/?; Dnaja3<?>/?; Pcdhga7<?>/?; Usp53<?>/?; Dot1l<?>/?; Kiss1r<?>/?; Muc4<?>/?; Stab1<?>/?; Stab2<?>/?; Mkl1<?>/?; Creb3l3<?>/?; Bcas3<?>/?; Hydin<?>/?; Ifnlr1<?>/?; Agbl5<?>/?; Gprasp2<?>/?; Zfp652<?>/?; Krt222<?>/?; Kif19a<?>/?; Pilra<?>/?; Slc38a7<?>/?; Mib2<?>/?; Gm53<?>/?; Tppp2<?>/?; Cct8l1<?>/?; Zcwpw1<?>/?; Olfr1100<?>/?; Olfr1508<?>/?; AY702102<?>/?; H2afb3<?>/?; Lekr1<?>/?; Cyp4a29<?>/?; Ampd2<?>/?; Apob<?>/?; Cyp2d10<?>/?; Eng<?>/?; Flt1<?>/?; Hal<?>/?; Hmga1b<?>/?; Insr<?>/?; Pck1<?>/?; Ptgs1<?>/?; Ccl2<?>/?; Tg<?>/?; Vcam1<?>/?; Atp7a<?>/?; Ifi47<?>/? [n.s.],NA,Tnc<?>/?; Tpp2<?>/?; Aqp1<?>/?; Myo7a<?>/?; Xrcc5<?>/?; Myo6<?>/?; Cit<?>/?; Dbndd2<?>/?; Capn3<?>/?; Mvk<?>/?; Myo1a<?>/?; Kif1a<?>/?; Nudt1<?>/?; Olfr24<?>/?; Slc4a2<?>/?; Impdh2<?>/?; Fgf15<?>/?; Psmc3<?>/?; Cdc23<?>/?; Elavl1<?>/?; Ppl<?>/?; Ncald<?>/?; Pik3c2g<?>/?; Ubr1<?>/?; Tpd52l1<?>/?; Ahnak<?>/?; Prmt2<?>/?; Hdac6<?>/?; Msc<?>/?; Rgs9<?>/?; Adcy8<?>/?; Fanca<?>/?; Tenm2<?>/?; Slco2a1<?>/?; Dysf<?>/?; Abca3<?>/?; Crim1<?>/?; Tuba8<?>/?; Nudt5<?>/?; Hibadh<?>/?; Fign<?>/?; Nmnat1<?>/?; Prpf38b<?>/?; Mtdh<?>/?; Snrpd3<?>/?; Ufl1<?>/?; March5<?>/?; Eef1akmt1<?>/?; Apool<?>/?; Wnk4<?>/?; Tbc1d9<?>/?; Gas2l3<?>/?; Mast4<?>/?; Parp14<?>/?; Fryl<?>/?; Ccdc141<?>/?; March1<?>/?; Zfp263<?>/?; Muc5b<?>/?; Rptor<?>/?; Wdr17<?>/?; Brpf1<?>/?; Eml4<?>/?; Ltn1<?>/?; Kcnq4<?>/?; Wdr6<?>/?; Dnaja3<?>/?; Pcdhga7<?>/?; Usp53<?>/?; Dot1l<?>/?; Kiss1r<?>/?; Muc4<?>/?; Stab1<?>/?; Stab2<?>/?; Mkl1<?>/?; Creb3l3<?>/?; Bcas3<?>/?; Hydin<?>/?; Ifnlr1<?>/?; Agbl5<?>/?; Gprasp2<?>/?; Zfp652<?>/?; Krt222<?>/?; Kif19a<?>/?; Pilra<?>/?; Slc38a7<?>/?; Mib2<?>/?; Gm53<?>/?; Tppp2<?>/?; Cct8l1<?>/?; Zcwpw1<?>/?; Olfr1100<?>/?; Olfr1508<?>/?; AY702102<?>/?; H2afb3<?>/?; Lekr1<?>/?; Cyp4a29<?>/?; Ampd2<?>/?; Apob<?>/?; Cyp2d10<?>/?; Eng<?>/?; Flt1<?>/?; Hal<?>/?; Hmga1b<?>/?; Insr<?>/?; Pck1<?>/?; Ptgs1<?>/?; Ccl2<?>/?; Tg<?>/?; Vcam1<?>/?; Atp7a<?>/?; Ifi47<?>/? [n.s.],NA
HGNC:15876,GENE,TMEM230,C20orf30|HSPC274|dJ1116H23.2.1,transmembrane protein 230,"This gene encodes a multi-pass transmembrane protein that belongs to the TMEM134/TMEM230 protein family. The encoded protein localizes to secretory and recycling vesicle in the neuron and may be involved in synaptic vesicles trafficking and recycling. Mutations in this gene may be linked to familial Parkinson's disease. [provided by RefSeq, Mar 2017]."
GO:0005903,PHYS,brush border,NA,brush border,NA
HGNC:20154,GENE,ABHD4,ABH4,abhydrolase domain containing 4,NA
HP:0011273,DISO,Anisocytosis,NA,Anisocytosis,NA
NCBIGene:100021009,GENE,FAF1,CGI-03|HFAF1s|UBXD12|UBXN3A|hFAF1,Fas associated factor 1,"Interaction of Fas ligand (TNFSF6) with the FAS antigen (TNFRSF6) mediates programmed cell death, also called apoptosis, in a number of organ systems. The protein encoded by this gene binds to FAS antigen and can initiate apoptosis or enhance apoptosis initiated through FAS antigen. Initiation of apoptosis by the protein encoded by this gene requires a ubiquitin-like domain but not the FAS-binding domain. [provided by RefSeq, Jul 2008]."
MONARCH:APO_0000326APO_0000003,GENO,desiccation resistance:decreased,NA,desiccation resistance:decreased,NA
NCBIGene:714604,GENE,GK5,NA,glycerol kinase 5,NA
HGNC:20588,GENE,PCYOX1,PCL1,prenylcysteine oxidase 1,"Prenylcysteine is released during the degradation of prenylated proteins. PCYOX1 catalyzes the degradation of prenylcysteine to yield free cysteines and a hydrophobic isoprenoid product (Tschantz et al., 1999 [PubMed 10585463]).[supplied by OMIM, Mar 2008]."
NCBIGene:618914,GENE,MAFK,NFE2U|P18,MAF bZIP transcription factor K,"The developmentally regulated expression of the globin genes depends on upstream regulatory elements termed locus control regions (LCRs). LCRs are associated with powerful enhancer activity that is mediated by the transcription factor NFE2 (nuclear factor erythroid-2). NFE2 recognition sites are also present in the gene promoters of 2 heme biosynthetic enzymes, porphobilinogen deaminase (PBGD; MIM 609806) and ferrochelatase (FECH; MIM 612386). NFE2 DNA-binding activity consists of a heterodimer containing an 18-kD Maf protein (MafF, MafG (MIM 602020), or MafK) and p45 (MIM 601490). Both subunits are members of the activator protein-1 superfamily of basic leucine zipper (bZIP) proteins (see MIM 165160). Maf homodimers suppress transcription at NFE2 sites.[supplied by OMIM, Nov 2008]."
ZP:0002195,DISO,abnormal(ly) decreased mass density Mauthner neuron microtubule cytoskeleton,NA,abnormal(ly) decreased mass density Mauthner neuron microtubule cytoskeleton,NA
HGNC:1117,GENE,BSN,ZNF231,bassoon presynaptic cytomatrix protein,"Neurotransmitters are released from a specific site in the axon terminal called the active zone, which is composed of synaptic vesicles and a meshwork of cytoskeleton underlying the plasma membrane. The protein encoded by this gene is thought to be a scaffolding protein involved in organizing the presynaptic cytoskeleton. The gene is expressed primarily in neurons in the brain. A similar gene product in rodents is concentrated in the active zone of axon terminals and tightly associated with cytoskeletal structures, and is essential for regulating neurotransmitter release from a subset of synapses. [provided by RefSeq, Jul 2008]."
FlyBase:FBgn0031947,GENE,CG7154,BRD7|Dmel\CG7154,uncharacterized protein,NA
MONARCH:APO_0000141APO_0000003,GENO,critical cell size at START (G1 cell-size checkpoint):decreased,NA,critical cell size at START (G1 cell-size checkpoint):decreased,NA
HGNC:24857,GENE,YAE1D1,1600012F09Rik,Yae1 domain containing 1,NA
HGNC:26428,GENE,FAAP20,C1orf86|FP7162,FA core complex associated protein 20,NA
MP:0005343,DISO,increased circulating aspartate transaminase level,NA,increased circulating aspartate transaminase level,NA
FBbt:00005320PHENOTYPE,DISO,individualization stage spermatid phenotype,NA,individualization stage spermatid phenotype,NA
WBPhenotype:0000697,DISO,protruding vulva,NA,protruding vulva,NA
HGNC:23038,GENE,LMBRD1,C6orf209|LMBD1|MAHCF|NESI,LMBR1 domain containing 1,"This gene encodes a lysosomal membrane protein that may be involved in the transport and metabolism of cobalamin. This protein also interacts with the large form of the hepatitis delta antigen and may be required for the nucleocytoplasmic shuttling of the hepatitis delta virus. Mutations in this gene are associated with the vitamin B12 metabolism disorder termed, homocystinuria-megaloblastic anemia complementation type F.[provided by RefSeq, Oct 2009]."
HGNC:7020,GENE,MEP1B,NA,meprin A subunit beta,"Meprins are multidomain zinc metalloproteases that are highly expressed in mammalian kidney and intestinal brush border membranes, and in leukocytes and certain cancer cells. They are involved in the hydrolysis of a variety of peptide and protein substrates, and have been implicated in cancer and intestinal inflammation. Mature meprins are oligomers of evolutionarily related, but separately encoded alpha and/or beta subunits. Homooligomers of alpha subunit are secreted, whereas, oligomers containing the beta subunit are plasma membrane-bound. This gene encodes the beta subunit. Targeted disruption of this gene in mice affects embryonic viability, renal gene expression profiles, and distribution of the membrane-associated alpha subunit in kidney and intestine. [provided by RefSeq, Oct 2011]."
MGI:3650789,GENE,Krtap31-2,NA,keratin associated protein 31-2,NA
HGNC:10079,GENE,RNPEPL1,NA,arginyl aminopeptidase like 1,NA
ZP:0000433,DISO,abnormal(ly) increased length myotome actin filament,NA,abnormal(ly) increased length myotome actin filament,NA
HP:0002067,DISO,Bradykinesia,NA,Bradykinesia,NA
FBbt:00000296PHENOTYPE,DISO,Drosophila embryonic/larval visceral branch phenotype,NA,Drosophila embryonic/larval visceral branch phenotype,NA
NCBIGene:100562231,GENE,egfr,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,epidermal growth factor receptor,"The protein encoded by this gene is a transmembrane glycoprotein that is a member of the protein kinase superfamily. This protein is a receptor for members of the epidermal growth factor family. EGFR is a cell surface protein that binds to epidermal growth factor. Binding of the protein to a ligand induces receptor dimerization and tyrosine autophosphorylation and leads to cell proliferation. Mutations in this gene are associated with lung cancer. [provided by RefSeq, Jun 2016]."
NCBIGene:100516343,GENE,NFE2L2,HEBP1|IMDDHH|NRF2,"nuclear factor, erythroid 2 like 2","This gene encodes a transcription factor which is a member of a small family of basic leucine zipper (bZIP) proteins. The encoded transcription factor regulates genes which contain antioxidant response elements (ARE) in their promoters; many of these genes encode proteins involved in response to injury and inflammation which includes the production of free radicals. Multiple transcript variants encoding different isoforms have been characterized for this gene. [provided by RefSeq, Sep 2015]."
HP:0008609,DISO,Morphological abnormality of the middle ear,NA,Morphological abnormality of the middle ear,NA
NCBIGene:417123,GENE,TRAF1,EBI6|MGC:10353,TNF receptor associated factor 1,"The protein encoded by this gene is a member of the TNF receptor (TNFR) associated factor (TRAF) protein family. TRAF proteins associate with, and mediate the signal transduction from various receptors of the TNFR superfamily. This protein and TRAF2 form a heterodimeric complex, which is required for TNF-alpha-mediated activation of MAPK8/JNK and NF-kappaB. The protein complex formed by this protein and TRAF2 also interacts with inhibitor-of-apoptosis proteins (IAPs), and thus mediates the anti-apoptotic signals from TNF receptors. The expression of this protein can be induced by Epstein-Barr virus (EBV). EBV infection membrane protein 1 (LMP1) is found to interact with this and other TRAF proteins; this interaction is thought to link LMP1-mediated B lymphocyte transformation to the signal transduction from TNFR family receptors. Three transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Jul 2010]."
FBbt:00005177PHENOTYPE,DISO,Drosophila chaeta phenotype,NA,Drosophila chaeta phenotype,NA
NCBIGene:100057130,GENE,KIAA1958,NA,KIAA1958,NA
HGNC:28212,GENE,NAA38,LSMD1|MAK31|PFAAP2,"N(alpha)-acetyltransferase 38, NatC auxiliary subunit",NA
NCBIGene:700743,GENE,AQP9,AQP-9|HsT17287|SSC1|T17287,aquaporin 9,"The aquaporins are a family of water-selective membrane channels. This gene encodes a member of a subset of aquaporins called the aquaglyceroporins. This protein allows passage of a broad range of noncharged solutes and also stimulates urea transport and osmotic water permeability. This protein may also facilitate the uptake of glycerol in hepatic tissue . The encoded protein may also play a role in specialized leukocyte functions such as immunological response and bactericidal activity. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Mar 2016]."
HGNC:14467,GENE,SLC26A7,SUT2,solute carrier family 26 member 7,"This gene is one member of a family of sulfate/anion transporter genes. Family members are well conserved in gene structure and protein length yet have markedly different tissue expression patterns. This gene has abundant and specific expression in the kidney. Alternatively spliced transcript variants that encode different isoforms have been described. [provided by RefSeq, Aug 2013]."
NCBIGene:100052644,GENE,RPS27A,CEP80|HEL112|S27A|UBA80|UBC|UBCEP1|UBCEP80,ribosomal protein S27a,"Ubiquitin, a highly conserved protein that has a major role in targeting cellular proteins for degradation by the 26S proteosome, is synthesized as a precursor protein consisting of either polyubiquitin chains or a single ubiquitin fused to an unrelated protein. This gene encodes a fusion protein consisting of ubiquitin at the N terminus and ribosomal protein S27a at the C terminus. When expressed in yeast, the protein is post-translationally processed, generating free ubiquitin monomer and ribosomal protein S27a. Ribosomal protein S27a is a component of the 40S subunit of the ribosome and belongs to the S27AE family of ribosomal proteins. It contains C4-type zinc finger domains and is located in the cytoplasm. Pseudogenes derived from this gene are present in the genome. As with ribosomal protein S27a, ribosomal protein L40 is also synthesized as a fusion protein with ubiquitin; similarly, ribosomal protein S30 is synthesized as a fusion protein with the ubiquitin-like protein fubi. Multiple alternatively spliced transcript variants that encode the same proteins have been identified.[provided by RefSeq, Sep 2008]."
RGD:3773,GENE,Stat5a,MGF|STAT5,signal transducer and activator of transcription 5A,"The protein encoded by this gene is a member of the STAT family of transcription factors. In response to cytokines and growth factors, STAT family members are phosphorylated by the receptor associated kinases, and then form homo- or heterodimers that translocate to the cell nucleus where they act as transcription activators. This protein is activated by, and mediates the responses of many cell ligands, such as IL2, IL3, IL7 GM-CSF, erythropoietin, thrombopoietin, and different growth hormones. Activation of this protein in myeloma and lymphoma associated with a TEL/JAK2 gene fusion is independent of cell stimulus and has been shown to be essential for tumorigenesis. The mouse counterpart of this gene is found to induce the expression of BCL2L1/BCL-X(L), which suggests the antiapoptotic function of this gene in cells. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Dec 2013]."
Xenbase:XB-GENE-5913743,GENE,stat5b,STAT5,signal transducer and activator of transcription 5B,"The protein encoded by this gene is a member of the STAT family of transcription factors. In response to cytokines and growth factors, STAT family members are phosphorylated by the receptor associated kinases, and then form homo- or heterodimers that translocate to the cell nucleus where they act as transcription activators. This protein mediates the signal transduction triggered by various cell ligands, such as IL2, IL4, CSF1, and different growth hormones. It has been shown to be involved in diverse biological processes, such as TCR signaling, apoptosis, adult mammary gland development, and sexual dimorphism of liver gene expression. This gene was found to fuse to retinoic acid receptor-alpha (RARA) gene in a small subset of acute promyelocytic leukemias (APLL). The dysregulation of the signaling pathways mediated by this protein may be the cause of the APLL. [provided by RefSeq, Jul 2008]."
HGNC:18297,GENE,PILRB,FDFACT1|FDFACT2,paired immunoglobin like type 2 receptor beta,"The paired immunoglobin-like type 2 receptors consist of highly related activating and inhibitory receptors that are involved in the regulation of many aspects of the immune system. The paired immunoglobulin-like receptor genes are located in a tandem head-to-tail orientation on chromosome 7. This gene encodes the activating member of the receptor pair and contains a truncated cytoplasmic tail relative to its inhibitory counterpart (PILRA), that has a long cytoplasmic tail with immunoreceptor tyrosine-based inhibitory (ITIM) motifs. This gene is thought to have arisen from a duplication of the inhibitory PILRA gene and evolved to acquire its activating function. [provided by RefSeq, Jun 2013]."
HGNC:13920,GENE,GPANK1,ANKRD59|BAT4|D6S54E|G5|GPATCH10,G-patch domain and ankyrin repeats 1,"This gene is located in a cluster of HLA-B-associated transcripts, which is included in the human major histocompatability complex III region. This gene encodes a protein which is thought to play a role in immunity. Multiple alternatively spliced variants, encoding the same protein, have been identified. [provided by RefSeq, Nov 2010]."
FBbt:00004312PHENOTYPE,DISO,Drosophila scutellar bristle phenotype,NA,Drosophila scutellar bristle phenotype,NA
NCBIGene:716629,GENE,SIAH1,SIAH1A,siah E3 ubiquitin protein ligase 1,"This gene encodes a protein that is a member of the seven in absentia homolog (SIAH) family. The protein is an E3 ligase and is involved in ubiquitination and proteasome-mediated degradation of specific proteins. The activity of this ubiquitin ligase has been implicated in the development of certain forms of Parkinson's disease, the regulation of the cellular response to hypoxia and induction of apoptosis. Alternative splicing results in several additional transcript variants, some encoding different isoforms and others that have not been fully characterized. [provided by RefSeq, Jul 2008]."
HGNC:2020,GENE,CLCN2,CIC-2|CLC2|ECA2|ECA3|EGI11|EGI3|EGMA|EJM6|EJM8|HALD2|LKPAT|clC-2,chloride voltage-gated channel 2,"This gene encodes a voltage-gated chloride channel. The encoded protein is a transmembrane protein that maintains chloride ion homeostasis in various cells. Defects in this gene may be a cause of certain epilepsies. Four transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2012]."
GO:0002088PHENOTYPE,PHYS,lens development in camera-type eye phenotype,NA,lens development in camera-type eye phenotype,NA
HGNC:5281,GENE,FOXN2,HTLF,forkhead box N2,"This gene encodes a forkhead domain binding protein and may function in the transcriptional regulation of the human T-cell leukemia virus long terminal repeat. [provided by RefSeq, Jul 2008]."
HGNC:29036,GENE,SLC25A44,NA,solute carrier family 25 member 44,"SLC25A44 belongs to the SLC25 family of mitochondrial carrier proteins (Haitina et al., 2006 [PubMed 16949250]).[supplied by OMIM, Mar 2008]."
FlyBase:FBgn0259164,GENE,CG42269,CG6596|CG6600|Dmel\CG42269|Dmel_CG6596|Dmel_CG6600,uncharacterized protein,NA
NCBIGene:417711,GENE,SRPK2,SFRSK2,SRSF protein kinase 2,NA
NCBIGene:820932,GENE,PLDP1,PHOSPHOLIPASE D|PHOSPHOLIPASE D P1|PHOSPHOLIPASE D ZETA 1|PHOSPHOLIPASE D ZETA1|PLD ZETA 1|PLDZ1|PLDZETA1|phospholipase D P1,phospholipase D P1,NA
NCBIGene:281008,GENE,AQP4,MIWC|WCH4,aquaporin 4,"This gene encodes a member of the aquaporin family of intrinsic membrane proteins that function as water-selective channels in the plasma membranes of many cells. This protein is the predominant aquaporin found in brain and has an important role in brain water homeostasis. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. Additional isoforms, resulting from the use of alternative in-frame translation initiation codons, have also been described. Recent studies provided evidence for translational readthrough in this gene, and expression of C-terminally extended isoforms via the use of an alternative in-frame translation termination codon. [provided by RefSeq, Jun 2018]."
